artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
b2k,"bump, bump, bump (feat. p. diddy)",282773,False,2003,62,85.64102564102564,68.06806806806807,1,-6.02,0,36.458333333333336,11.198208286674133,0.0,5.74443141852286,91.36690647482014,95.508,hip hop,4.712883333333333
baby bash,suga suga,239026,False,2003,73,67.8974358974359,74.87487487487488,5,-3.041,0,46.527777777777786,77.04367301231802,8.43e-06,9.859320046893318,54.98458376156218,82.331,hip hop,3.9837666666666665
aaliyah,miss you - main,245240,False,2002,36,61.743589743589745,34.034034034034036,10,-9.867,1,6.510416666666667,69.20492721164614,0.0,27.432590855803053,52.517985611510795,109.598,hip hop,4.0873333333333335
britney spears,me against the music (feat. madonna) - lp version / video mix,223773,False,2003,59,82.46153846153847,83.68368368368368,6,-6.635,0,15.45138888888889,35.83426651735722,0.0,24.970691676436108,87.35868448098664,120.046,pop,3.72955
blue,sorry seems to be the hardest word,210066,False,2004,57,57.84615384615385,60.06006006006006,7,-6.814,0,5.295138888888889,20.492721164613663,2.19e-06,44.54865181711607,45.426515930113055,78.955,pop,3.5011
delta goodrem,lost without you,248546,False,2003,54,59.589743589743584,74.77477477477478,7,-6.682,1,4.913194444444445,4.087346024636058,1.69e-06,22.62602579132474,52.826310380267216,146.301,pop,4.142433333333333
justin timberlake,rock your body,267266,False,2002,76,91.48717948717949,71.47147147147147,4,-6.055,0,24.479166666666664,22.508398656215007,0.000234,6.107854630715123,83.96711202466598,100.972,pop,4.454433333333333
the white stripes,seven nation army,231920,False,2003,3,76.0,46.946946946946944,4,-7.627,0,13.975694444444445,0.6730123180291153,0.447,35.873388042203985,32.168550873586845,123.904,rock,3.8653333333333335
youngbloodz,damn! (feat. lil' jon) - club mix,298600,True,2003,54,79.17948717948718,72.47247247247248,6,-5.799,0,53.298611111111114,1.6685330347144458,0.0,41.61781946072685,53.23741007194245,84.038,hip hop,4.976666666666667
beyoncé,baby boy (feat. sean paul),244826,False,2003,63,67.17948717948718,48.848848848848846,1,-9.17,1,38.19444444444445,9.238521836506159,1.16e-06,25.908558030480656,81.29496402877699,91.025,pop,4.080433333333334
lil' kim,magic stick,359973,True,2019,47,87.07692307692308,49.849849849849846,2,-7.872,1,47.22222222222223,12.989921612541993,4.49e-05,31.41852286049238,51.59301130524152,92.98,hip hop,5.99955
christina aguilera,can't hold us down (feat. lil' kim),255266,False,2002,61,88.1025641025641,65.86586586586587,8,-4.481,1,33.333333333333336,3.650615901455766,0.00181,7.631887456037516,55.292908530318606,98.989,pop,4.254433333333333
nickelback,someday,207466,False,2003,68,46.666666666666664,85.88588588588588,11,-5.659,0,6.7881944444444455,0.06898096304591265,0.000247,26.494724501758498,61.356628982528264,163.118,rock,3.4577666666666667
blue,u make me wanna - radio edit,222400,False,2003,48,61.53846153846154,73.67367367367366,7,-6.228,1,5.711805555555556,36.39417693169093,0.0,16.060961313012896,87.15313463514902,158.108,pop,3.7066666666666666
ashanti,rain on me,297960,False,2003,50,62.153846153846146,69.96996996996997,8,-3.103,0,5.8506944444444455,38.40985442329228,1.89e-06,8.874560375146542,52.31243576567318,83.701,hip hop,4.966
trapt,headstrong,285569,True,2002,72,50.46153846153846,89.68968968968969,4,-5.819,0,20.312500000000004,0.019260918253079507,2.78e-06,22.157092614302464,54.88180883864337,184.981,rock,4.759483333333334
simply red,sunrise,199040,False,2008,58,81.12820512820514,73.37337337337337,5,-5.123,0,5.034722222222223,0.21164613661814108,0.201,10.070339976553342,94.24460431654677,105.987,rock,3.317333333333333
girls aloud,sound of the underground,221426,False,2003,58,58.25641025641025,86.78678678678679,11,-5.861,1,6.336805555555555,0.38521836506159013,4.67e-05,38.4525205158265,90.44193216855088,163.944,pop,3.6904333333333335
nelly,shake ya tailfeather (feat. p. diddy & murphy lee) - 2016 remaster,293666,False,2016,52,54.05128205128206,80.8808808808809,1,-4.749,1,51.21527777777778,19.70884658454647,0.0,19.812426729191092,93.21685508735868,87.025,hip hop,4.894433333333334
room 5,make luv,212413,False,2003,57,90.56410256410257,88.78878878878879,1,-4.92,1,20.138888888888893,1.2430011198208288,0.63,4.3024618991793675,66.59815005138746,124.814,Dance/Electronic,3.540216666666667
fatman scoop,be faithful,164506,True,2009,49,66.56410256410257,71.37137137137137,7,-6.488,1,51.21527777777778,0.08812989921612543,0.0,37.280187573270815,64.64542651593011,101.129,hip hop,2.7417666666666665
limp bizkit,behind blue eyes,269973,False,2003,70,61.02564102564102,48.94894894894895,7,-6.66,1,4.704861111111111,55.65509518477043,0.0,13.95076201641266,9.270298047276466,120.315,metal,4.49955
sugababes,too lost in you,237693,False,2003,58,60.1025641025641,70.57057057057057,1,-4.904,0,4.982638888888889,5.431131019036954,0.0,17.584994138335286,47.17368961973279,98.014,pop,3.96155
50 cent,"wanksta - from ""8 mile"" soundtrack",219400,True,2003,57,82.25641025641026,86.38638638638638,1,-3.552,1,34.72222222222223,2.2284434490481524,0.0,16.52989449003517,89.72250770811922,81.008,hip hop,3.6566666666666663
pharrell williams,frontin' (feat. jay-z) - club mix,236506,True,2003,67,91.6923076923077,40.44044044044045,9,-5.913,0,22.569444444444446,50.72788353863382,1.57e-06,9.390386869871044,78.00616649537513,102.009,hip hop,3.941766666666666
chingy,right thurr,250746,True,2003,69,88.82051282051282,74.97497497497497,2,-3.977,1,43.923611111111114,16.797312430011196,0.0,7.198124267291911,91.57245632065776,92.074,hip hop,4.1791
eminem,sing for the moment,339546,True,2002,71,68.51282051282051,82.48248248248248,5,-4.164,0,23.784722222222225,0.19036954087346022,3.05e-06,4.9941383352872215,19.013360739979447,163.961,hip hop,5.6591
lil' kim,the jump off (feat. mr. cheeks) - remix,234800,True,2003,48,87.48717948717949,75.27527527527528,1,-8.831,1,58.85416666666667,19.932810750279952,4.65e-06,6.483001172332943,96.09455292908531,104.946,hip hop,3.9133333333333336
mýa,my love is like...wo - main mix,209533,False,2003,48,85.23076923076923,69.56956956956957,4,-6.491,1,18.923611111111114,21.724524076147816,1.24e-05,36.225087924970694,74.20349434737923,132.817,pop,3.4922166666666667
50 cent,21 questions,224440,True,2003,72,66.25641025641026,81.38138138138137,6,-3.846,0,51.90972222222222,39.08174692049272,9.37e-05,5.0058616647127785,91.983556012333,92.729,hip hop,3.740666666666667
nelly,air force ones,304000,True,2002,61,80.41025641025642,45.94594594594595,4,-9.74,0,55.03472222222223,9.48488241881299,0.0,9.261430246189919,63.51490236382323,164.062,hip hop,5.066666666666666
missy elliott,gossip folks (feat. ludacris),234893,True,2002,57,72.51282051282051,53.85385385385386,0,-5.264,1,87.67361111111111,40.53751399776036,0.0,37.162954279015246,45.11819116135663,121.732,hip hop,3.9148833333333335
girls aloud,jump,220360,False,2003,60,67.48717948717949,82.68268268268267,8,-6.031,1,6.006944444444445,0.21164613661814108,0.00275,5.767878077373974,81.70606372045222,134.465,pop,3.6726666666666663
frankie j,don't wanna try,245293,False,2003,49,67.17948717948718,43.34334334334334,5,-7.577,0,6.041666666666667,49.72004479283314,0.0,25.908558030480656,20.452209660842758,130.127,hip hop,4.088216666666667
snoop dogg,beautiful,299146,True,2005,67,91.58974358974359,74.07407407407408,11,-4.936,0,22.916666666666668,33.482642777155654,0.0,10.328253223915592,98.97225077081193,101.025,hip hop,4.985766666666667
ginuwine,in those jeans,243306,True,2003,59,70.87179487179486,54.154154154154156,1,-5.873,1,13.472222222222225,56.88689809630459,0.0,8.827667057444314,32.785200411099694,127.683,hip hop,4.0551
electric six,danger! high voltage - soulchild radio mix,214600,False,2003,0,67.6923076923077,69.86986986986986,11,-4.722,0,5.243055555555556,0.002150055991041433,0.166,6.060961313012896,52.517985611510795,123.005,rock,3.5766666666666667
rachel stevens,sweet dreams my la ex - radio edit,208386,False,2003,38,87.17948717948718,86.28628628628628,2,-3.587,1,23.958333333333336,8.20828667413214,0.00144,10.97303634232122,93.31963001027749,130.036,pop,3.4731
ludacris,stand up,213760,True,2003,57,77.02564102564102,84.08408408408408,6,-4.855,1,60.59027777777778,41.097424412094064,0.0,10.738569753810083,82.32271325796506,99.057,hip hop,3.562666666666667
nas,i can,253720,False,2002,58,85.84615384615385,88.58858858858859,6,-3.914,0,31.59722222222222,11.534154535274354,0.0,7.807737397420869,71.32579650565262,95.313,hip hop,4.228666666666666
3 doors down,when i'm gone,260333,False,2002,67,54.358974358974365,76.87687687687688,7,-5.611,1,4.930555555555556,0.4311310190369541,0.0,12.075029308323563,38.43782117163413,148.095,pop,4.338883333333333
tyrese,how you gonna act like that,294693,False,2002,60,75.17948717948718,52.152152152152155,3,-3.657,0,7.934027777777778,11.98208286674132,0.0,8.112543962485345,53.95683453237411,112.913,hip hop,4.91155
justin timberlake,cry me a river,288333,False,2002,73,64.0,65.46546546546547,8,-6.582,0,31.770833333333336,64.61366181410973,0.0,12.192262602579133,57.965056526207604,73.898,pop,4.80555
westlife,mandy,199320,False,2003,57,45.84615384615385,63.66366366366366,5,-5.08,1,4.826388888888889,28.443449048152296,9.25e-05,12.895662368112545,38.643371017471736,105.678,pop,3.322
no doubt,it's my life,226053,False,2003,60,62.76923076923077,73.57357357357357,8,-5.074,0,4.895833333333333,0.22620380739081747,0.00118,38.4525205158265,80.47276464542652,126.326,rock,3.76755
amanda perez,angel,218760,False,2003,48,65.43589743589745,54.054054054054056,0,-6.849,1,8.211805555555557,56.662933930571114,0.0,18.405627198124268,36.17677286742035,143.772,pop,3.646
jay-z,excuse me miss,281240,True,2002,56,73.23076923076923,86.28628628628628,6,-5.531,1,49.65277777777778,3.41545352743561,0.0,10.363423212192263,91.16135662898253,92.849,hip hop,4.687333333333333
kelly rowland,stole,249293,False,2002,54,66.56410256410257,71.87187187187187,7,-4.984,0,10.3125,0.7569988801791714,4.26e-06,20.39859320046893,49.023638232271324,79.993,hip hop,4.154883333333333
ashanti,rock wit u (awww baby),209120,False,2003,65,72.82051282051282,79.77977977977979,4,-3.006,0,10.104166666666668,45.68868980963045,0.0,18.757327080890974,87.25590955806783,94.998,hip hop,3.485333333333333
junior senior,move your feet,181826,False,2002,67,76.61538461538461,90.49049049049049,9,-2.623,1,13.940972222222223,5.1511758118701,0.106,23.798358733880423,86.9475847893114,118.877,pop,3.0304333333333333
audioslave,like a stone,293960,False,2002,75,62.97435897435898,56.85685685685685,7,-5.477,0,4.791666666666667,0.8924972004479284,0.0,11.688159437280188,53.03186022610483,107.849,rock,4.899333333333334
sean paul,like glue,232506,False,2002,61,77.64102564102564,78.07807807807808,1,-5.038,1,55.38194444444445,9.081746920492721,0.0,13.247362250879249,60.63720452209661,97.917,hip hop,3.8751
jaheim,put that woman first,245773,True,2002,55,66.56410256410257,53.653653653653656,5,-8.804,0,22.916666666666668,55.09518477043673,0.0,21.570926143024618,52.72353545734841,78.935,pop,4.096216666666667
jennifer lopez,all i have (feat. ll cool j),254466,False,2002,60,71.89743589743588,66.96696696696696,1,-5.265,1,18.57638888888889,30.347144456886898,0.0,18.522860492379838,45.83761562178829,83.066,hip hop,4.2411
monica,so gone,242773,False,2003,64,63.38461538461539,55.255255255255264,8,-6.863,1,17.031250000000004,19.70884658454647,0.0,29.54279015240328,60.22610483042138,81.975,pop,4.046216666666667
dido,white flag,240040,False,2003,44,52.51282051282051,52.552552552552555,5,-6.823,1,6.961805555555555,36.61814109742441,3.3e-06,9.495896834701055,30.215827338129497,169.951,pop,4.000666666666667
the roots,the seed (2.0),267933,True,2002,63,77.74358974358975,95.7957957957958,7,-2.281,1,6.197916666666668,4.367301231802911,0.0,15.592028135990624,99.28057553956835,111.121,hip hop,4.46555
chingy,holidae in,314400,True,2003,61,83.07692307692308,79.17917917917919,7,-5.909,1,31.42361111111111,10.0,0.0,9.824150058616647,97.4306269270298,153.067,hip hop,5.24
kelly clarkson,miss independent,214773,False,2003,47,67.2820512820513,61.56156156156156,11,-6.359,0,23.784722222222225,8.611422172452407,0.000415,8.276670574443141,60.842754367934226,175.943,pop,3.57955
ja rule,mesmerize,278693,True,2002,61,78.87179487179488,64.66466466466466,1,-6.653,1,34.548611111111114,6.3381858902575585,0.0,47.59671746776085,44.501541623843785,90.079,hip hop,4.6448833333333335
matchbox twenty,unwell,228706,False,2002,63,26.256410256410255,78.87887887887888,6,-5.263,0,6.9965277777777795,3.3370660694288916,0.0,82.88393903868698,44.09044193216855,80.718,pop,3.8117666666666663
outkast,the way you move (feat. sleepy brown),234000,True,2003,66,89.33333333333333,59.75975975975976,5,-4.932,0,8.055555555555555,14.109742441209406,0.000113,7.479484173505275,65.26207605344297,125.999,hip hop,3.9
fabolous,into you (feat. tamia),295773,True,2003,67,56.00000000000001,53.85385385385386,7,-7.886,0,9.079861111111112,26.091825307950728,0.0,13.833528722157093,59.60945529290853,182.12,hip hop,4.92955
switchfoot,meant to live,201373,False,2003,61,40.71794871794872,90.3903903903904,2,-4.577,1,7.934027777777778,0.6438969764837625,1.6e-06,42.438452520515824,57.14285714285715,151.551,rock,3.356216666666666
good charlotte,lifestyles of the rich & famous,190173,False,2002,68,63.589743589743584,93.09309309309309,1,-3.685,1,6.493055555555556,0.048152295632698766,0.0,8.042203985932005,62.589928057553955,106.22,rock,3.16955
wayne wonder,no letting go,202013,False,2003,63,50.871794871794876,81.98198198198197,5,-5.656,0,7.708333333333334,5.363941769316909,0.000215,20.75029308323564,32.57965056526208,100.215,hip hop,3.366883333333333
the strokes,reptilia,219826,False,2003,74,50.153846153846146,64.96496496496496,9,-5.11,1,5.833333333333333,0.06752519596864502,0.713,11.840562719812429,79.13669064748203,158.009,rock,3.6637666666666666
avril lavigne,i'm with you,223066,False,2002,70,46.871794871794876,40.64064064064065,9,-7.462,1,5.052083333333334,8.958566629339305,0.0,13.716295427901526,21.377183967112025,151.95,pop,3.717766666666667
will young,leave right now,214733,False,2003,55,65.74358974358975,44.54454454454454,6,-8.674,1,6.38888888888889,16.23740201567749,0.0,12.661195779601405,39.3627954779034,81.931,pop,3.578883333333333
usher,yeah! (feat. lil jon & ludacris),250373,False,2004,81,91.6923076923077,79.17917917917919,2,-4.699,1,19.444444444444446,2.049272116461366,0.0,4.548651817116061,59.91778006166495,105.018,hip hop,4.172883333333333
maroon 5,this love,206200,False,2002,77,73.02564102564102,86.28628628628628,5,-4.612,0,6.5625,5.879059350503919,0.0,10.902696365767877,83.14491264131553,95.051,pop,3.4366666666666665
britney spears,toxic,198800,False,2003,81,79.38461538461539,83.88388388388388,5,-3.914,0,19.791666666666668,2.7883538633818588,0.025,28.370457209847594,94.96402877697842,143.04,pop,3.313333333333333
outkast,hey ya!,235213,False,2003,80,74.56410256410257,97.4974974974975,4,-2.261,0,11.527777777777779,11.534154535274354,0.000532,20.39859320046893,99.17780061664953,79.526,hip hop,3.9202166666666662
hoobastank,the reason,232800,False,2003,79,48.41025641025641,67.16716716716718,4,-4.649,1,5.034722222222223,1.444568868980963,0.0,18.640093786635408,6.998972250770811,82.952,pop,3.88
anastacia,left outside alone,257426,False,2004,65,68.0,74.67467467467468,2,-3.567,0,5.572916666666666,7.8051511758118695,0.0,10.89097303634232,33.401849948612536,102.847,pop,4.2904333333333335
daddy yankee,gasolina,192600,False,2004,11,87.8974358974359,80.18018018018019,0,-6.499,1,10.729166666666668,37.17805151175812,1.2e-06,9.24970691676436,77.38951695786228,96.009,latin,3.21
black eyed peas,let's get it started - spike mix,217733,False,2004,53,80.51282051282051,79.97997997997999,11,-2.208,0,21.875000000000004,13.101903695408733,0.0,34.23212192262602,81.91161356628983,104.923,hip hop,3.6288833333333335
o-zone,dragostea din tei,215431,False,2004,56,82.97435897435899,96.5965965965966,0,-3.947,1,7.4131944444444455,19.820828667413213,0.0,6.764361078546307,69.06474820143885,130.103,pop,3.590516666666667
terror squad,lean back,247426,True,2004,67,80.3076923076923,91.69169169169169,1,-3.344,1,72.04861111111111,12.318029115341545,0.0,8.745603751465417,71.42857142857143,95.321,hip hop,4.123766666666667
anastacia,sick and tired,212266,False,1999,56,61.33333333333333,86.88688688688688,0,-4.552,1,6.475694444444445,1.0167973124300111,0.0,32.70808909730364,48.30421377183967,99.848,pop,3.5377666666666667
gwen stefani,what you waiting for?,221226,False,2004,60,69.33333333333334,94.89489489489489,5,-2.557,1,10.902777777777779,5.699888017917133,8.19e-06,45.01758499413834,75.12846865364851,136.027,pop,3.6871
ashanti,only u - no intro,186306,False,2004,56,61.641025641025635,62.16216216216216,6,-5.576,0,7.534722222222223,4.1881298992161256,1.75e-06,22.039859320046894,28.571428571428577,94.547,hip hop,3.1051
the rasmus,in the shadows,257920,False,2003,68,61.53846153846154,79.67967967967968,2,-4.481,1,4.774305555555556,0.012206047032474803,5.2e-05,56.74091441969519,77.08119218910586,105.991,metal,4.298666666666667
houston,i like that,236520,False,2004,59,81.74358974358975,50.25025025025025,10,-3.925,0,16.805555555555557,1.7245240761478164,0.0,11.723329425556859,39.56834532374101,106.997,hip hop,3.942
beyoncé,naughty girl,208600,False,2003,63,75.38461538461539,46.64664664664665,6,-8.65,0,14.878472222222221,26.76371780515117,6.24e-06,11.957796014067995,66.08427543679343,99.973,pop,3.4766666666666666
linkin park,numb,185586,False,2003,81,50.871794871794876,86.38638638638638,9,-4.153,1,6.614583333333335,0.5151175811870101,0.0,74.91207502930833,24.9743062692703,110.018,rock,3.0931
lloyd banks,on fire,187280,True,2004,61,77.84615384615385,82.58258258258257,8,-4.289,1,38.19444444444445,10.335946248600223,0.00057,28.13599062133646,44.09044193216855,94.857,hip hop,3.1213333333333333
akon,locked up,235066,True,2004,16,83.89743589743588,57.95795795795795,7,-4.475,1,17.534722222222225,2.57558790593505,0.0,12.543962485345839,36.38232271325796,89.987,pop,3.9177666666666666
d12,my band,298773,True,2004,73,87.28205128205128,84.98498498498498,1,-3.383,0,14.375000000000002,55.65509518477043,2.05e-06,13.599062133645957,86.74203494347378,120.014,hip hop,4.97955
jay sean,eyes on you - radio mix,190493,False,2004,42,82.25641025641026,67.26726726726727,7,-4.971,1,14.70486111111111,8.678611422172452,0.0,15.943728018757328,63.61767728674204,96.525,hip hop,3.1748833333333333
mario winans,i don't wanna know (feat. enya & p. diddy) - 2016 remaster,257333,False,2016,66,85.43589743589743,51.551551551551555,11,-5.0,0,8.020833333333334,38.857782754759235,0.00156,13.599062133645957,41.109969167523126,97.007,pop,4.288883333333334
destiny's child,lose my breath,242013,False,2004,61,83.48717948717949,89.98998998999,1,-5.958,1,11.05902777777778,0.8141097424412094,0.219,11.477139507620164,56.01233299075026,119.011,pop,4.03355
eric prydz,call on me - radio mix,171360,False,2004,72,61.23076923076923,83.78378378378379,10,-6.518,1,65.10416666666667,0.4781634938409855,0.00115,98.35873388042204,45.94039054470709,126.342,pop,2.856
ciara,goodies (feat. petey pablo),223000,False,2004,67,84.71794871794872,64.76476476476478,5,-6.306,0,8.524305555555555,3.1019036954087342,1.52e-06,34.93552168815944,89.61973278520041,102.017,pop,3.716666666666667
kelis,trick me,206106,True,2003,63,99.48717948717949,72.07207207207207,1,-3.347,0,25.868055555555557,4.132138857782755,0.000389,38.21805392731536,98.86947584789311,107.17,pop,3.4351
ll cool j,headsprung,267320,False,2004,56,73.64102564102564,78.67867867867868,0,-5.76,1,4.930555555555556,1.2765957446808511,2.5e-05,8.73388042203986,47.79033915724564,99.916,hip hop,4.455333333333333
spiderbait,black betty - edit,205973,False,2004,63,57.64102564102564,86.58658658658659,7,-6.476,0,16.006944444444446,0.002306830907054871,0.591,25.67409144196952,35.97122302158273,124.047,rock,3.4328833333333333
britney spears,my prerogative,213893,False,2004,53,76.82051282051282,93.89389389389389,10,-4.423,0,20.48611111111111,1.4221724524076147,1.96e-06,12.075029308323563,63.61767728674204,111.014,pop,3.5648833333333334
nina sky,move ya body,232000,False,2004,67,89.23076923076924,71.27127127127126,11,-6.313,0,7.500000000000001,2.2620380739081747,0.000331,6.75263774912075,90.13360739979446,121.057,pop,3.8666666666666663
petey pablo,freek-a-leek,235186,True,2003,56,75.58974358974359,69.76976976976977,2,-3.716,1,44.09722222222223,8.465845464725644,0.0,42.08675263774912,68.03699897225077,104.917,hip hop,3.919766666666667
jay-z,dirt off your shoulder,245173,True,2003,53,79.8974358974359,65.56556556556556,1,-7.147,1,55.208333333333336,3.5722284434490477,2.63e-06,39.74208675263775,66.28982528263104,163.971,hip hop,4.086216666666667
juanes,la camisa negra,216706,False,2004,70,77.02564102564102,73.17317317317317,6,-4.419,0,5.347222222222222,9.384098544232923,0.0,6.518171160609613,100.0,97.007,pop,3.6117666666666666
avril lavigne,nobody's home,212413,False,2004,61,35.69230769230769,90.7907907907908,5,-3.66,0,8.628472222222223,0.057782754759238525,0.0,18.874560375146544,18.19116135662898,185.406,pop,3.540216666666667
robbie williams,radio,233600,False,2004,33,62.256410256410255,87.4874874874875,5,-5.409,0,6.059027777777779,0.3706606942889138,0.0494,30.480656506447833,86.9475847893114,130.015,pop,3.8933333333333335
black eyed peas,hey mama,214893,True,2003,49,88.2051282051282,86.68668668668668,4,-6.345,0,40.277777777777786,11.646136618141096,1.42e-06,68.46424384525204,95.88900308324769,100.15,hip hop,3.58155
ying yang twins,salt shaker,252440,True,2003,61,90.66666666666667,69.76976976976977,11,-6.022,1,22.222222222222225,5.699888017917133,0.0,11.019929660023447,33.093525179856115,101.965,hip hop,4.207333333333334
enrique iglesias,not in love - radio mix,223133,False,2003,37,78.15384615384615,88.58858858858859,0,-5.096,0,6.857638888888889,4.154535274356103,0.0,6.084407971864009,91.05858170606372,117.021,pop,3.718883333333333
kelis,milkshake,182626,False,2003,68,90.35897435897436,77.47747747747748,1,-6.068,1,7.621527777777779,1.1041433370660694,0.0346,24.150058616647126,78.00616649537513,112.968,pop,3.0437666666666665
linkin park,breaking the habit,196906,False,2003,68,59.38461538461538,84.98498498498498,4,-5.218,0,5.260416666666668,12.094064949608061,0.0,10.656506447831184,59.71223021582733,100.021,rock,3.2817666666666665
jojo,leave (get out) - radio edit,242746,False,2005,49,67.2820512820513,51.35135135135135,5,-8.691,1,43.923611111111114,17.469204927211646,6.45e-05,8.944900351699884,47.68756423432683,86.891,hip hop,4.045766666666666
christina milian,dip it low,197186,False,2004,45,77.12820512820512,72.27227227227226,11,-4.207,0,18.055555555555554,1.2094064949608063,0.000536,8.827667057444314,62.89825282631038,169.131,hip hop,3.286433333333333
avant,read your mind,263506,False,2003,56,77.43589743589745,38.13813813813814,8,-6.696,0,12.34375,32.586786114221724,5.13e-06,11.41852286049238,71.42857142857143,73.108,pop,4.391766666666666
eminem,just lose it,248680,True,2004,67,96.41025641025641,63.36336336336337,8,-3.56,1,8.10763888888889,6.506159014557671,4.04e-05,32.942555685814774,98.86947584789311,121.003,hip hop,4.144666666666667
snoop dogg,drop it like it's hot,266066,True,2004,39,91.48717948717949,62.86286286286287,1,-3.832,1,37.5,18.924972004479283,0.0,11.957796014067995,69.47584789311408,92.063,hip hop,4.434433333333334
sean paul,i'm still in love with you (feat. sasha),273360,False,2002,68,78.46153846153847,66.66666666666667,7,-5.384,1,29.86111111111111,11.422172452407613,0.0,13.599062133645957,77.6978417266187,87.002,hip hop,4.556
the shapeshifters,lola's theme - radio edit,207066,False,2004,65,76.71794871794872,84.58458458458458,5,-4.612,0,9.305555555555557,0.09294512877939529,0.000225,7.971864009378664,67.72867420349435,123.925,Dance/Electronic,3.4511
d12,how come,249533,True,2004,57,76.41025641025642,85.88588588588588,9,-2.221,1,41.145833333333336,31.35498320268757,0.0,22.039859320046894,56.217882836587876,89.983,hip hop,4.158883333333334
basement jaxx,good luck,282306,False,2003,0,58.56410256410256,96.89689689689689,5,-3.092,1,28.125000000000007,7.267637178051512,3.07e-06,69.4021101992966,32.168550873586845,154.07,pop,4.7051
kevin lyttle,turn me on,192106,False,2004,67,69.43589743589745,68.26826826826827,9,-6.879,1,6.267361111111111,4.535274356103024,0.0,4.114888628370457,89.92805755395685,106.279,hip hop,3.201766666666667
chingy,one call away,276800,False,2003,61,78.46153846153847,82.18218218218217,4,-5.926,0,31.770833333333336,10.279955207166854,0.0,25.43962485345838,98.86947584789311,162.519,hip hop,4.613333333333333
t.i.,bring em out,216706,True,2004,63,77.84615384615385,89.1891891891892,11,-2.983,1,44.61805555555556,3.3370660694288916,0.0,16.52989449003517,60.32887975334018,98.579,hip hop,3.6117666666666666
kylie minogue,i believe in you,200973,False,2004,47,56.205128205128204,78.57857857857859,7,-5.087,1,12.222222222222223,0.3101903695408735,0.048,38.56975381008206,42.959917780061666,120.939,pop,3.34955
twista,overnight celebrity,233360,True,2004,66,84.92307692307692,79.27927927927928,10,-5.435,0,31.07638888888889,20.38073908174692,0.0,32.942555685814774,79.85611510791367,134.199,hip hop,3.8893333333333335
n.e.r.d,she wants to move,213786,False,2004,57,78.56410256410257,85.18518518518519,5,-4.831,1,13.645833333333336,0.45016797312430007,0.000744,30.01172332942556,82.21993833504625,115.012,hip hop,3.5631
u2,vertigo,193520,False,2004,64,42.666666666666664,81.98198198198197,9,-3.974,1,10.642361111111112,0.015453527435610301,0.00108,17.23329425556858,64.95375128468653,140.083,World/Traditional,3.2253333333333334
franz ferdinand,take me out,237026,False,2004,77,28.410256410256412,66.36636636636636,4,-8.821,0,6.545138888888889,0.0458006718924972,0.00051,15.943728018757328,54.162384378211726,104.561,rock,3.950433333333333
j-kwon,tipsy - club mix,247106,True,2001,59,94.87179487179488,74.17417417417418,9,-5.827,0,54.6875,7.312430011198208,0.0,5.1582649472450175,67.2147995889003,93.04,hip hop,4.118433333333333
g-unit,wanna get to know you,265026,True,2003,61,52.61538461538462,82.68268268268267,10,-3.651,0,22.916666666666668,11.870100783874578,0.0,7.91324736225088,91.36690647482014,76.91,hip hop,4.4171
lil' flip,sunshine (feat. lea),225173,True,2004,42,83.48717948717949,38.73873873873874,0,-9.867,1,16.423611111111114,2.777155655095185,0.0,15.357561547479484,81.3977389516958,93.961,hip hop,3.752883333333333
kanye west,jesus walks,193733,True,2004,73,65.33333333333333,83.48348348348348,3,-4.686,0,56.07638888888889,68.75699888017917,0.0,37.162954279015246,73.48406988694758,87.312,hip hop,3.228883333333333
nelly,my place,336506,True,2004,57,61.53846153846154,64.16416416416416,1,-4.237,0,7.34375,5.5767077267637175,1.49e-06,11.512309495896835,65.98150051387461,163.153,hip hop,5.608433333333333
lemar,if there's any justice,229080,False,2004,46,72.41025641025641,66.56656656656656,6,-5.348,0,7.864583333333335,1.433370660694289,0.0,39.624853458382184,65.6731757451182,89.993,R&B,3.818
avril lavigne,don't tell me,202013,False,2004,58,53.64102564102564,79.57957957957959,4,-2.92,1,6.70138888888889,0.5173572228443448,0.0,41.96951934349355,49.743062692702985,144.106,pop,3.366883333333333
twista,slow jamz,316053,True,2004,72,57.333333333333336,73.37337337337337,2,-5.659,0,29.687500000000007,35.162374020156776,0.0,33.29425556858148,62.79547790339157,145.115,hip hop,5.26755
green day,american idiot,176346,True,2004,77,38.97435897435898,98.8988988988989,1,-2.042,1,11.09375,0.002956326987681971,7.86e-05,43.141852286049236,79.03391572456322,186.113,rock,2.9391
kelis,millionaire,224933,False,2003,57,69.74358974358975,84.78478478478479,11,-6.636,1,18.75,2.4300111982082866,0.0,4.3845252051582655,77.08119218910586,176.051,pop,3.748883333333333
scissor sisters,comfortably numb,266040,False,2004,43,82.35897435897436,92.49249249249249,7,-6.466,1,6.7881944444444455,26.53975363941769,0.0167,12.192262602579133,80.98663926002057,116.972,pop,4.434
alicia keys,diary (feat. tony! toni! tone! & jermaine paul),284160,False,2003,55,68.0,46.546546546546544,8,-9.711,0,5.503472222222223,62.15005599104144,0.00183,14.654161781946073,28.674203494347385,127.932,pop,4.736
